timestamp, accx, accy, accz, gyrox, gyroy, gyroz, laccx, laccy, laccz, gravx, gravy, gravz, magfieldx, magfieldy, magfieldz, anglex, angley, anglez, rot0, rot1, rot2, rot3, rot4, rot5, rot6, rot7, rot8, speedgps, latgps, longps, altgps, accgps
153688680,0.019153614,0.19153613,10.515334,0.0021305939,-0.0010652969,0.0021305939,-0.009273235,-0.034375504,0.71132755,0.028426848,0.22591163,9.804007,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688686,0.02873042,0.18195933,10.477027,0.0021305939,-0.0010652969,0.0021305939,-0.009273235,-0.034375504,0.71132755,0.028426848,0.22591163,9.804007,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688686,0.02873042,0.18195933,10.477027,0.0021305939,-0.0010652969,0.0021305939,-0.009273235,-0.034375504,0.71132755,0.0285336,0.22579582,9.804009,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688686,0.02873042,0.18195933,10.477027,0.0021305939,-0.0010652969,0.0021305939,1.9682012E-4,-0.04383649,0.6730175,0.0285336,0.22579582,9.804009,8.125,57.0,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688687,0.02873042,0.18195933,10.477027,0.0021305939,-0.0010652969,0.0021305939,1.9682012E-4,-0.04383649,0.6730175,0.0285336,0.22579582,9.804009,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688687,0.02873042,0.18195933,10.477027,0.0010652969,0.0042611877,-0.0010652969,1.9682012E-4,-0.04383649,0.6730175,0.0285336,0.22579582,9.804009,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688690,0.02873042,0.18195933,10.477027,0.0021305939,0.0063917814,0.0,1.9682012E-4,-0.04383649,0.6730175,0.0285336,0.22579582,9.804009,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688695,0.06703765,0.20111294,10.5440645,0.0021305939,0.0063917814,0.0,1.9682012E-4,-0.04383649,0.6730175,0.0285336,0.22579582,9.804009,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688695,0.06703765,0.20111294,10.5440645,0.0021305939,0.0063917814,0.0,1.9682012E-4,-0.04383649,0.6730175,0.028375966,0.22584945,9.8040085,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688695,0.06703765,0.20111294,10.5440645,0.0021305939,0.0063917814,0.0,0.03866168,-0.024736509,0.74005604,0.028375966,0.22584945,9.8040085,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688695,0.06703765,0.20111294,10.5440645,0.0,0.0031958907,0.0010652969,0.03866168,-0.024736509,0.74005604,0.028375966,0.22584945,9.8040085,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
153688703,0.06703765,0.20111294,10.5440645,-0.0010652969,0.0,0.0010652969,0.03866168,-0.024736509,0.74005604,0.028375966,0.22584945,9.8040085,8.0625,57.1875,-83.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82222135,-96.69717512,354.0,10.0
